INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (1, 44.2421507, 0.5471777963815636, 'https://si.eeudf.org/lieu/voir/10241');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (41, 43.59671185, 2.519809153934592, 'https://si.eeudf.org/lieu/voir/10434');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (42, 47.53081765, 0.3137572240279976, 'https://si.eeudf.org/lieu/voir/10448');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (43, 43.94789055, 3.862769659802935, 'https://si.eeudf.org/lieu/voir/10449');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (44, 44.9704497, 4.247638177418526, 'https://si.eeudf.org/lieu/voir/10456');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (45, 44.9704497, 4.247638177418526, 'https://si.eeudf.org/lieu/voir/10457');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (46, 46.37623835, -0.0869979999129815, 'https://si.eeudf.org/lieu/voir/10460');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (47, 51.04029145, 2.3494726091914684, 'https://si.eeudf.org/lieu/voir/10462');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (48, 44.55172225, 4.250077936356515, 'https://si.eeudf.org/lieu/voir/10465');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (49, 44.10973835, 3.886665907095348, 'https://si.eeudf.org/lieu/voir/10467');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (50, 46.15190985, 6.381272925543605, 'https://si.eeudf.org/lieu/voir/10468');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (51, 44.71884885, -0.2225002545041689, 'https://si.eeudf.org/lieu/voir/10476');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (52, 44.0162726, 4.44690191634042, 'https://si.eeudf.org/lieu/voir/10485');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (53, 44.4286453, -0.3468962703117785, 'https://si.eeudf.org/lieu/voir/10488');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (54, 44.0162726, 4.44690191634042, 'https://si.eeudf.org/lieu/voir/10492');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (55, 46.150067750000005, 5.1716614405407855, 'https://si.eeudf.org/lieu/voir/10493');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (56, 43.27589305, -0.1110635973118276, 'https://si.eeudf.org/lieu/voir/10497');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (57, 48.5541784, -4.317899992777607, 'https://si.eeudf.org/lieu/voir/10513');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (58, 43.5919646, 1.3751629, 'https://si.eeudf.org/lieu/voir/10556');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (59, 50.952367, 1.8704954890187009, 'https://si.eeudf.org/lieu/voir/10593');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (60, 47.5217136, -2.746659459146339, 'https://si.eeudf.org/lieu/voir/10596');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (61, 45.6553547, -1.0182563642975804, 'https://si.eeudf.org/lieu/voir/10602');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (62, 46.66347825, 1.1591327028870466, 'https://si.eeudf.org/lieu/voir/10243');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (63, 49.11469485, 2.405012250937715, 'https://si.eeudf.org/lieu/voir/10252');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (64, 45.50686455, -0.3355920353451083, 'https://si.eeudf.org/lieu/voir/10253');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (65, 49.0202753, 0.1894016783909605, 'https://si.eeudf.org/lieu/voir/10254');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (66, 45.4358342, -1.040505246879624, 'https://si.eeudf.org/lieu/voir/10256');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (67, 45.98593035, 5.557233364139975, 'https://si.eeudf.org/lieu/voir/10259');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (68, 47.7361935, 3.2632423382606603, 'https://si.eeudf.org/lieu/voir/10261');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (69, 49.0920867, 1.488999922804619, 'https://si.eeudf.org/lieu/voir/10281');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (70, 47.4338816, 2.66348405836142, 'https://si.eeudf.org/lieu/voir/10284');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (71, 43.0694919, 0.9499542734401614, 'https://si.eeudf.org/lieu/voir/10287');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (72, 47.58402075, 3.2482607621512662, 'https://si.eeudf.org/lieu/voir/10313');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (73, 43.28901858356164, 5.38115136369863, 'https://si.eeudf.org/lieu/voir/10317');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (74, 44.90619365, 0.3389774334936541, 'https://si.eeudf.org/lieu/voir/10318');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (75, 49.1746663, 0.0974195867598418, 'https://si.eeudf.org/lieu/voir/10335');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (76, 44.06040145, 3.674935462583258, 'https://si.eeudf.org/lieu/voir/10343');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (77, 47.6481818, -0.7289860645799702, 'https://si.eeudf.org/lieu/voir/10345');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (78, 46.6267249, -0.3973536091981138, 'https://si.eeudf.org/lieu/voir/10346');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (79, 48.1113158, 7.199499189210963, 'https://si.eeudf.org/lieu/voir/10354');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (80, 44.0540865, 3.830447157068936, 'https://si.eeudf.org/lieu/voir/10356');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (81, 48.49231645, 2.181883585988255, 'https://si.eeudf.org/lieu/voir/10358');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (82, 44.499833300000006, 5.141821217163793, 'https://si.eeudf.org/lieu/voir/10362');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (83, 46.807134950000005, 3.4862325276916284, 'https://si.eeudf.org/lieu/voir/10365');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (84, 44.90619365, 0.3389774334936541, 'https://si.eeudf.org/lieu/voir/10367');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (85, 44.8695755, 5.064309003847684, 'https://si.eeudf.org/lieu/voir/10369');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (86, 46.5584343, 5.416074663991675, 'https://si.eeudf.org/lieu/voir/10374');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (87, 45.958427, 3.502315774913781, 'https://si.eeudf.org/lieu/voir/10380');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (88, 44.5527752, 4.9406225990872334, 'https://si.eeudf.org/lieu/voir/10401');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (89, 44.278627, 3.62189493840863, 'https://si.eeudf.org/lieu/voir/10402');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (90, 44.17254885, 2.7937188830554183, 'https://si.eeudf.org/lieu/voir/10412');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (91, 48.6341313, -3.6115117353344575, 'https://si.eeudf.org/lieu/voir/10414');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (92, 44.75054845, 5.022119457922379, 'https://si.eeudf.org/lieu/voir/10424');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (93, 47.24385695, 0.4664572580195624, 'https://si.eeudf.org/lieu/voir/10444');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (94, 47.3843038, 4.144914997271011, 'https://si.eeudf.org/lieu/voir/10445');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (95, 46.21868405, 0.7778457814383395, 'https://si.eeudf.org/lieu/voir/10446');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (96, 44.6940682, -0.4495209074014881, 'https://si.eeudf.org/lieu/voir/10451');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (97, 48.0399084, -4.636911715844999, 'https://si.eeudf.org/lieu/voir/10452');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (98, 47.80458415, 2.883886299712352, 'https://si.eeudf.org/lieu/voir/10453');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (99, 49.3157908, 2.321719148142391, 'https://si.eeudf.org/lieu/voir/10459');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (100, 47.80458415, 2.883886299712352, 'https://si.eeudf.org/lieu/voir/10464');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (101, 49.3116012, 3.841530383065372, 'https://si.eeudf.org/lieu/voir/10495');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (102, 44.349728850000005, 6.648850542942137, 'https://si.eeudf.org/lieu/voir/10496');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (103, 44.7431328, 0.6011424760231311, 'https://si.eeudf.org/lieu/voir/10498');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (104, 45.4358342, -1.040505246879624, 'https://si.eeudf.org/lieu/voir/10500');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (105, 48.71388625, 6.742124441741543, 'https://si.eeudf.org/lieu/voir/10520');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (106, 44.78965315, 3.6456850384192, 'https://si.eeudf.org/lieu/voir/10524');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (107, 44.69560345, 5.539186939682887, 'https://si.eeudf.org/lieu/voir/10543');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (108, 44.7389208, 0.7878725859796334, 'https://si.eeudf.org/lieu/voir/10560');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (109, 47.3762917, -1.285740734439298, 'https://si.eeudf.org/lieu/voir/10563');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (110, 48.300673, 1.0225551210544834, 'https://si.eeudf.org/lieu/voir/10570');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (111, 43.991589000000005, 3.242041007214646, 'https://si.eeudf.org/lieu/voir/10580');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (112, 44.8991645, 4.434444593575419, 'https://si.eeudf.org/lieu/voir/10582');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (113, 45.9949185, 5.689675444328852, 'https://si.eeudf.org/lieu/voir/10587');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (114, 44.75054845, 5.022119457922379, 'https://si.eeudf.org/lieu/voir/10589');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (115, 49.02212455, 2.1030397238317238, 'https://si.eeudf.org/lieu/voir/10608');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (116, 46.08619045, 1.656883509904063, 'https://si.eeudf.org/lieu/voir/10610');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (117, 44.78390915, 5.355006529582031, 'https://si.eeudf.org/lieu/voir/10710');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (118, 46.150067750000005, 5.1716614405407855, 'https://si.eeudf.org/lieu/voir/10713');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (119, 45.078867, -1.0422891126380476, 'https://si.eeudf.org/lieu/voir/10716');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (120, 49.10609395, 2.2853272277173917, 'https://si.eeudf.org/lieu/voir/10717');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (121, 44.19096875, 0.7997127211456612, 'https://si.eeudf.org/lieu/voir/10720');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (122, 43.831379350000006, 7.232482404204683, 'https://si.eeudf.org/lieu/voir/10722');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (123, 45.70889545, 4.742711856143981, 'https://si.eeudf.org/lieu/voir/10725');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (124, 44.75054845, 5.022119457922379, 'https://si.eeudf.org/lieu/voir/10736');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (125, 45.05413795, 4.320837793736195, 'https://si.eeudf.org/lieu/voir/10744');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (126, 45.84967895, 5.605475932917535, 'https://si.eeudf.org/lieu/voir/10764');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (127, 45.50686455, -0.3355920353451083, 'https://si.eeudf.org/lieu/voir/10771');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (128, 43.59671185, 2.519809153934592, 'https://si.eeudf.org/lieu/voir/10777');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (129, 46.11733465, -0.6974180035662488, 'https://si.eeudf.org/lieu/voir/10781');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (130, 48.82950985, -0.8659866045998419, 'https://si.eeudf.org/lieu/voir/10784');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (131, 44.07707095, 3.9865616779071953, 'https://si.eeudf.org/lieu/voir/10807');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (132, 44.06040145, 3.674935462583258, 'https://si.eeudf.org/lieu/voir/10816');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (133, 45.70889545, 4.742711856143981, 'https://si.eeudf.org/lieu/voir/10822');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (134, 47.5135445, 6.734122272219095, 'https://si.eeudf.org/lieu/voir/10840');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (135, 45.0248541, 0.1218252575222452, 'https://si.eeudf.org/lieu/voir/10844');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (136, 43.556520000000006, 2.028201195030604, 'https://si.eeudf.org/lieu/voir/10850');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (137, 43.24909280166666, 5.414807446666667, 'https://si.eeudf.org/lieu/voir/10856');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (138, 44.6940682, -0.4495209074014881, 'https://si.eeudf.org/lieu/voir/10857');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (139, 45.38177505, 5.760588259776835, 'https://si.eeudf.org/lieu/voir/10860');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (140, 42.9841425, 2.7933857617963858, 'https://si.eeudf.org/lieu/voir/10862');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (141, 45.042832, 4.234067992685486, 'https://si.eeudf.org/lieu/voir/10871');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (142, 44.90619365, 0.3389774334936541, 'https://si.eeudf.org/lieu/voir/10876');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (143, 45.052687250000005, 1.176057982895685, 'https://si.eeudf.org/lieu/voir/10883');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (144, 47.22312521603877, -1.5532802165984168, 'https://si.eeudf.org/lieu/voir/10884');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (145, 45.05413795, 4.320837793736195, 'https://si.eeudf.org/lieu/voir/10910');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (146, 43.7583752, 7.081347618814558, 'https://si.eeudf.org/lieu/voir/10921');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (147, 45.69712425, 5.77582201619242, 'https://si.eeudf.org/lieu/voir/10943');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (148, 44.7907937, 5.618070660122556, 'https://si.eeudf.org/lieu/voir/10981');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (149, 47.83717875, -3.849071066527809, 'https://si.eeudf.org/lieu/voir/10991');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (150, 47.58402075, 3.2482607621512662, 'https://si.eeudf.org/lieu/voir/10992');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (151, 46.44360025, 1.0473574176600426, 'https://si.eeudf.org/lieu/voir/11006');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (152, 48.9294169, 6.632137727841252, 'https://si.eeudf.org/lieu/voir/11007');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (153, 47.3799762, 4.357280293748408, 'https://si.eeudf.org/lieu/voir/11011');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (154, 44.06040145, 3.674935462583258, 'https://si.eeudf.org/lieu/voir/11015');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (155, 43.65806185, 0.442011750233763, 'https://si.eeudf.org/lieu/voir/11039');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (156, 43.574642675, 4.749507825, 'https://si.eeudf.org/lieu/voir/11040');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (157, 41.592000850000005, 9.235602796607209, 'https://si.eeudf.org/lieu/voir/11041');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (158, 46.2785262, 0.0227049321913377, 'https://si.eeudf.org/lieu/voir/11044');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (159, 43.389012, 2.281929412834957, 'https://si.eeudf.org/lieu/voir/11050');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (160, 48.429859050000005, 0.8226918240316938, 'https://si.eeudf.org/lieu/voir/11057');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (161, 43.66548105, -1.3983510814516111, 'https://si.eeudf.org/lieu/voir/11065');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (162, 44.97981945, 5.0988693036645785, 'https://si.eeudf.org/lieu/voir/11070');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (163, 44.57234185, 5.496778643843215, 'https://si.eeudf.org/lieu/voir/11071');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (164, 46.69689035, -1.0362417515013993, 'https://si.eeudf.org/lieu/voir/11085');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (165, 45.38177505, 5.760588259776835, 'https://si.eeudf.org/lieu/voir/11092');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (166, 47.89644185, 1.6592259413357096, 'https://si.eeudf.org/lieu/voir/11102');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (167, 45.863114550000006, 3.9962475392158017, 'https://si.eeudf.org/lieu/voir/11104');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (168, 49.37418485, 0.677159283800925, 'https://si.eeudf.org/lieu/voir/11109');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (169, 45.91480395, 0.272821827356085, 'https://si.eeudf.org/lieu/voir/11119');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (170, 48.02868555, 1.055657552419912, 'https://si.eeudf.org/lieu/voir/11122');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (171, 44.8695755, 5.064309003847684, 'https://si.eeudf.org/lieu/voir/11130');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (172, 48.0860317, 6.735826530922932, 'https://si.eeudf.org/lieu/voir/11132');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (173, 44.95850085, 6.695774784474692, 'https://si.eeudf.org/lieu/voir/11133');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (174, 44.95850085, 6.695774784474692, 'https://si.eeudf.org/lieu/voir/11139');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (175, 48.6341313, -3.6115117353344575, 'https://si.eeudf.org/lieu/voir/11152');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (176, 44.619097325, -1.2057923, 'https://si.eeudf.org/lieu/voir/11154');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (177, 46.57210665, 3.29023677384333, 'https://si.eeudf.org/lieu/voir/11156');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (178, 47.4375811, -0.1917800962026586, 'https://si.eeudf.org/lieu/voir/11158');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (179, 48.90305115, 1.3942205279857458, 'https://si.eeudf.org/lieu/voir/11163');
